"x"	"y"	"var1.pred"	"var1.var"
-110.145385	36.28272	NA	NA
-110.06177	36.343715	3.30795064191872	0.0297824722873895
-111.4413	36.03383	6.46133899002296	0.0264714080786064
-111.3951	36.18942	8.77840249576382	0.016724774935069
-111.65994	36.60646	1.98682952158	0.0398574892010805
-111.62098	36.77431	2.57411601299266	0.023834415864556
-111.442785	36.30107	NA	NA
-111.39595	35.86116	4.5320967827064	0.0258334393901771
-111.41327	35.87516	3.8169561351687	0.0346242483720205
-111.40679	35.76908	2.68491415122514	0.00955276589207268
-111.36797	35.75493	5.18380753052542	0.0246195998594551
-111.44999	35.85382	1.04829489296101	0.0112167932888658
-110.05368	36.74711	2.53280825913622	0.0256187403417717
-109.9806255	36.503695	3.02565137990393	0.013718269366225
-110.02264	36.56153	NA	NA
-109.62067	36.082015	NA	NA
-109.600595	36.266615	2.71836100772813	0.0289368933876952
-109.28568	36.18132	NA	NA
-109.5713	36.16245	2.52508694832423	0.027665960589848
-109.50053	36.29321	2.4968464877928	0.0287342489725853
-109.5801	36.11861	2.23940546277898	0.0286282151009777
-111.2801	35.68085	1.71048040304168	0.00380587077096584
-111.06793	35.94975	1.16553209600219	0.0248022903329844
-111.0185	35.91661	0.990422691116873	0.0330448257118981
-111.01833	35.91667	0.992031818104221	0.0330528063600176
-111.34025	35.87436	5.19094957053491	0.0294689617534303
-111.26031	35.70103	2.35696200458389	0.0334072188154211
-111.10228	35.687185	3.87870073005122	0.0111257396040687
-111.19633	35.64065	2.089639316101	0.0148008697723692
-111.355535	35.8379	4.49694453551646	0.0261767809979798
-111.207945	36.037785	1.50804293849175	0.0301693684297157
-111.048425	36.011555	2.43799439771755	0.024213613664699
-111.059675	35.918285	1.18588783529758	0.0328514815765154
-111.034345	35.84152	1.10605254734228	0.0236819315641467
-111.04372	35.792495	1.1948432228454	0.0313072425464918
-111.313445	35.710965	2.85048093987625	0.0204128079767927
-111.45432	36.61814	0.936493416456844	0.0314829513063801
-111.41819	36.394075	1.46829056437571	0.0318374972092979
-111.398955	36.552645	1.50391459486596	0.0156669751384401
-109.71269	35.69386	2.57195457742841	0.0323072380816622
-109.793615	35.62521	3.01443938980681	0.000767914980591697
-109.76633	35.584155	3.43362928962991	0.00681882709448125
-109.657316666667	35.6971633333333	2.84694569143258	0.029418656113976
-110.02132	36.80371	1.78853977246089	0.00223437731260858
-109.70493	36.94216	0.954009055397165	0.0103532875082841
-109.85635	36.92993	3.75543065072849	0.0210566083863403
-109.77097	37.00355	1.89877517534591	0.0303860925565916
-109.76092	36.98324	0.821036373977135	0.00222619331994098
-109.80834	36.89846	1.02385814023374	0.0178205739709181
-109.84458	37.02003	0.361545132433047	0.105336170623194
-109.89237	36.8150166666667	1.03955704267994	0.0286729288689667
-110.20131	35.39464	2.34256413863802	0.0318050332090904
-110.24213	35.3168	2.40901497214175	0.0131986146018151
-110.3969	35.32978	2.65147548918676	0.0102733461060091
-110.39754	35.32064	2.54649377779069	0.0137306232195693
-110.32509	35.32597	NA	NA
-110.45796	35.304842	NA	NA
-110.4927	35.294706	NA	NA
-110.465937	35.344244	2.67838942239954	0.00888494653318297
-110.313613333333	35.3862766666667	1.88452913591507	0.0348663724964495
-110.297436666667	35.2262866666667	NA	NA
-110.218645	35.302645	NA	NA
-110.422486666667	35.3215066666667	NA	NA
-110.35597	36.27152	3.50867624110317	0.0263445246847297
-110.40073	36.22494	2.907169192684	0.0288689928029042
-110.39649	36.27391	3.79546044811202	0.0233026214899146
-110.301655	36.29421	NA	NA
-109.199131	35.58241	NA	NA
-109.199131	35.58241	NA	NA
-109.83136	35.64728	2.7695031593734	0.0361863859787182
-109.92221	35.54986	4.22064195657403	0.0248816854585538
-109.84743	35.613	2.92784542602673	0.0240210775360225
-109.830025	35.51831	3.1071203473688	0.0335081286937386
-109.86999	35.4895733333333	3.07997668928038	0.0102882899924715
-110.50208	36.03276	3.46875841231905	0.0232286022210631
-110.15046	35.32455	2.70283818663008	0.0116588067684077
-110.02191	35.40343	1.4538012196936	0.012061695306423
-110.17493	35.3816	2.25975991783828	0.0335199254644419
-110.05569	35.3863366666667	2.23072185084906	0.0284695935706737
-110.09029	35.37383	1.56204549258967	0.0188148682072702
-110.141155	35.40161	2.21627939140511	0.0189705060419771
-109.8944875	35.350935	2.40081889113895	0.0266156236185764
-110.00538	35.324475	2.27596406005045	0.0161463065373537
-110.016474	35.325986	2.55152288867207	0.0190521434485393
-109.88857	35.77573	3.08503490453351	0.033703190693287
-110.133145	35.78137	1.29635841530991	0.0344230197954268
-110.130365	35.7966	1.16132781100224	0.0134444754363932
-110.36246	36.77191	1.27408372091421	0.0156225198497267
-110.4794	36.64378	0.859101962585959	0.0242911460937314
-110.47151	36.64064	0.775061854417024	0.0162320970016045
-110.46989	36.6402	0.758395286803878	0.0145039722295678
-110.46309	36.62396	2.31221021850464	0.00292414505591623
-110.07796	36.7855	2.29283246586143	0.0325340644060167
-110.4007	36.676085	2.90093985106729	0.000442545331449786
-111.331275	36.850355	1.64683608474805	0.00533564379229394
-111.360285	36.884815	1.62124808299467	0.0180466847474187
-111.183665	36.615225	0.599139398213957	0.0375454247230687
-111.18777	35.55564	2.73283449208646	0.0205366699303353
-111.1558	35.55462	1.87318926269897	0.0188437105372739
-111.00768	35.32898	3.10609643569516	0.00999683720397087
-110.99446	35.30301	1.61591906930917	0.0140212008502784
-110.95958	35.24194	1.85896260719879	0.00779460059020696
-110.97182	35.24472	2.03105623695994	0.00085598652163951
-111.10149	35.30123	1.62096646696619	0.0179555600063502
-111.15396	35.2935	2.04347506300352	0.0300288792012434
-111.21884	35.3125	1.85937717608118	0.0257017465469658
-111.22536	35.35483	2.07954018870837	0.0290161485736271
-111.111955	35.431625	3.54571406958611	0.0236232308271349
-109.16956	36.4526	NA	NA
-109.2442	36.41175	2.44621543907784	0.00672658859368373
-109.32858	36.355	NA	NA
-109.40118	36.37257	1.82565338926404	0.0184495359936766
-109.42817	36.3503	2.38192428516366	0.0296521134085352
-109.48013	36.35016	2.66034496759824	0.0268011530115342
-109.39963	36.94716	2.14903160355365	0.0271987528042487
-110.791373333333	36.9440733333333	1.96005044556149	0.0157484798772023
-110.832696666667	36.97917	1.94232388511926	0.00610192213480704
-110.8114	36.9590925	1.56613521738622	0.0342049062181902
-110.881274	36.980524	2.27713280821514	0.00012159106416086
-109.14528	35.461268	NA	NA
-110.10136	37.02814	2.39043271948693	0.10282629601763
-110.30355	37.02397	2.72498306832535	0.0991519679937009
-110.3268	37.02133	2.44006152601168	0.0995355905154991
-110.3268	37.00529	2.65476094876354	0.0628410515357349
-110.21784	37.00499	NA	NA
-110.33531	36.9261	NA	NA
-110.30933	37.02261	2.49877117198189	0.0983394141848417
-110.208266666667	36.9544266666667	1.49303243139203	0.0307596828817649
-109.01951	36.60652	1.8788759621223	0.0336399830400417
-109.00415	36.66375	0.829571522307587	0.0201618587991588
-109.37792	36.76709	NA	NA
-109.72794	36.41485	2.26412994955875	0.00971656624617647
-109.72835	36.414935	2.27242329444314	0.00992159182545378
-109.832075	36.45216	2.92954780252156	0.00945748149999984
-109.40678	36.46182	1.92189546764414	0.0191533896866969
-110.6096	36.57079	1.04464137091801	0.0325939459852176
-110.70219	36.55259	1.81814946029998	0.0195010664182599
-110.70881	36.48094	1.72050752791073	0.0301774606733554
-110.65354	36.49101	2.03621286209723	0.0205088491049435
-110.57224	36.53675	1.96416590967753	0.0219153381338685
-110.60957	36.57086	1.04591225272075	0.0325480965680008
-110.61459	36.82455	1.56121934228372	0.0325685161798531
-110.60874	36.86271	1.33136095779059	0.0271128426779772
-110.614666666667	36.8245666666667	1.57013815099109	0.0325801078435783
-109.8778	35.7463	3.47468527483757	0.0228814006035376
-109.8905	35.67355	3.16876957811331	0.0112625152279073
-109.94553	35.66584	2.90021479062773	0.00649560627752634
-109.81761	35.74995	2.96550444237544	0.0158998235568411
-109.8018	35.843005	3.07368704899732	0.000719989782254685
-109.824105	35.792645	2.7207732130881	0.0185353957648062
-109.72477	35.824605	1.82860029243843	0.0322958136965766
-109.75958	35.7385266666667	2.41762298945893	0.0163949431433621
-109.36777	36.84391	1.42710438741311	0.00915612744063353
-109.39118	36.79372	1.68816501277998	0.024285578729458
-109.45024	36.85805	1.82195948534697	0.0224368805410456
-109.32213	36.94767	2.28549491098547	0.0134261677757697
-109.31014	36.86407	2.04567164799882	0.0264436181913782
