type	latitude	longitude	altitude (m)	name	desc	m.data
W	38.033100000	-107.505900000	3631.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>EAGLE AND MARY ALICE CLAIMS</td></tr></table>	EAGLE AND MARY ALICE CLAIMS
W	38.392800000	-109.819600000	1491.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	38.407200000	-109.802100000	1477.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	38.408900000	-109.817600000	1456.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	38.407200000	-109.807400000	1418.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	38.409700000	-109.813800000	1468.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	38.054400000	-109.237900000	1945.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>FRISCO MINE</td></tr></table>	FRISCO MINE
W	38.063900000	-109.224600000	1965.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SUNSET MINE</td></tr></table>	SUNSET MINE
W	38.130300000	-109.140700000	2040.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>DIVIDE INCLINE</td></tr></table>	DIVIDE INCLINE
W	38.014400000	-109.408200000	2087.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>HAPPY JACK MINE</td></tr></table>	HAPPY JACK MINE
W	38.017800000	-109.344300000	1984.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BLACK HAWK - 1 - 2</td></tr></table>	BLACK HAWK - 1 - 2
W	38.017800000	-109.355100000	1947.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>NAVAJO 1 & 2</td></tr></table>	NAVAJO 1 & 2
W	38.013900000	-109.345400000	1987.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	38.066700000	-109.277600000	1947.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BONANZA</td></tr></table>	BONANZA
W	38.127800000	-109.264900000	2030.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BOW MINE</td></tr></table>	BOW MINE
W	38.131900000	-109.254000000	2055.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>WILSON MINE</td></tr></table>	WILSON MINE
W	38.247500000	-109.287100000	2097.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>HECLA SHAFT</td></tr></table>	HECLA SHAFT
W	38.234400000	-109.269900000	2098.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SMALL FRY MINE</td></tr></table>	SMALL FRY MINE
W	38.118100000	-109.226800000	2033.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>GILMAN</td></tr></table>	GILMAN
W	38.114700000	-109.224000000	2051.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>GOOD HOPE</td></tr></table>	GOOD HOPE
W	38.112200000	-109.219000000	2038.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>DIME MINE</td></tr></table>	DIME MINE
W	38.112800000	-109.221300000	2039.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	38.113600000	-109.222900000	2025.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	38.113600000	-109.223800000	2060.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	38.106400000	-109.175100000	2128.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>PEACH #7 MINE</td></tr></table>	PEACH #7 MINE
W	38.112200000	-109.228500000	2118.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>JIMBO BOB SHAFT</td></tr></table>	JIMBO BOB SHAFT
W	38.132500000	-109.096300000	1936.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	38.127500000	-109.131800000	1996.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>WEST INCLINE AND CONTINENTAL INCLINE</td></tr></table>	WEST INCLINE AND CONTINENTAL INCLINE
W	38.036100000	-109.229000000	1952.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>CAP MINE</td></tr></table>	CAP MINE
W	38.045800000	-109.236800000	1924.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	38.398900000	-109.811000000	1483.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	38.389400000	-109.783500000	1274.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>GEORGE #31 PROSPECT</td></tr></table>	GEORGE #31 PROSPECT
W	38.335000000	-109.847400000	1585.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SAILOR GROUP</td></tr></table>	SAILOR GROUP
W	38.419400000	-109.776800000	1507.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	38.314700000	-109.777400000	1399.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	38.443900000	-109.801500000	1535.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	38.439200000	-109.808500000	1488.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	38.431700000	-109.797900000	1508.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	38.477500000	-109.869300000	1364.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>MECCA GROUP - ROUGE 1-18</td></tr></table>	MECCA GROUP - ROUGE 1-18
W	38.337800000	-109.092100000	2051.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	38.336700000	-109.089300000	2050.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	38.338900000	-109.114000000	2227.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>IDA PROSPECT - DRILLING PROGRAM.</td></tr></table>	IDA PROSPECT - DRILLING PROGRAM.
W	38.360600000	-109.094600000	2183.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>MISS CHEYENNE</td></tr></table>	MISS CHEYENNE
W	38.282500000	-109.106300000	2160.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>KEN (HORSETHIEF CANYON)</td></tr></table>	KEN (HORSETHIEF CANYON)
W	38.253300000	-109.057400000	2021.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BRUSHY BASIN NO. 1 MINE</td></tr></table>	BRUSHY BASIN NO. 1 MINE
W	38.493300000	-112.216900000	2029.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>PROSPECTOR MINE</td></tr></table>	PROSPECTOR MINE
W	38.467800000	-112.212200000	1828.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SATURDAY PROSPECT</td></tr></table>	SATURDAY PROSPECT
W	38.474400000	-112.196600000	1921.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>WHITE ELEPHANT PROSPECT</td></tr></table>	WHITE ELEPHANT PROSPECT
W	37.761400000	-110.703200000	1435.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>EAGLE</td></tr></table>	EAGLE
W	38.071700000	-110.644900000	1609.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	37.954700000	-111.221300000	2021.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	38.335000000	-111.396300000	2107.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SULPHUR CREEK PROSPECT</td></tr></table>	SULPHUR CREEK PROSPECT
W	38.228100000	-112.155500000	2167.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>URANIUM BLUFFS #1</td></tr></table>	URANIUM BLUFFS #1
W	38.425800000	-110.981500000	1647.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>FACTORY BUTTE CLAIMS</td></tr></table>	FACTORY BUTTE CLAIMS
W	38.428600000	-112.398000000	3226.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>HOPE 1 - 20 , CLIFF 1 - 16</td></tr></table>	HOPE 1 - 20 , CLIFF 1 - 16
W	38.493300000	-112.210500000	1978.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>YELLOW CANARY</td></tr></table>	YELLOW CANARY
W	37.716700000	-107.900600000	3415.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.183100000	-108.842600000	1752.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.183300000	-108.861000000	1840.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>STARLIGHT # 7, SUNRISE # 3</td></tr></table>	STARLIGHT # 7, SUNRISE # 3
W	38.255600000	-108.981300000	1988.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BOOMER, HOT ROCK, POLE CAT</td></tr></table>	BOOMER, HOT ROCK, POLE CAT
W	38.198100000	-108.952900000	1779.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.263300000	-109.036300000	2026.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.290800000	-108.676800000	1735.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.181900000	-108.640600000	1847.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.160300000	-108.668200000	2007.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.175000000	-108.787600000	1889.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.160600000	-108.787600000	1998.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.182500000	-108.806000000	1780.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>RIM ROCK BLUES NO. 6, TEAPOT DOME #2</td></tr></table>	RIM ROCK BLUES NO. 6, TEAPOT DOME #2
W	38.182500000	-108.815100000	1861.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>QUARREL GROUP</td></tr></table>	QUARREL GROUP
W	38.182800000	-108.824300000	1845.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>RIM ROCK BLUES NOS 2, 5</td></tr></table>	RIM ROCK BLUES NOS 2, 5
W	38.233600000	-108.852100000	1997.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SOLITAIRE GROUP</td></tr></table>	SOLITAIRE GROUP
W	38.211700000	-108.824300000	1994.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.197800000	-108.861000000	2046.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SUNRISE NO. 3,4</td></tr></table>	SUNRISE NO. 3,4
W	38.197500000	-108.842600000	1922.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>LOG CABIN MINE, PATTY NO. 5</td></tr></table>	LOG CABIN MINE, PATTY NO. 5
W	38.196900000	-108.806000000	2065.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.168300000	-108.861300000	1778.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>RIM ROCK NO. 3 MINE</td></tr></table>	RIM ROCK NO. 3 MINE
W	38.153300000	-108.824600000	2170.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>DIANA MINE, BABE RUTH MINE</td></tr></table>	DIANA MINE, BABE RUTH MINE
W	38.153900000	-108.861300000	1930.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>RIM ROCK</td></tr></table>	RIM ROCK
W	38.183600000	-108.939300000	1791.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.167800000	-108.994300000	1970.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.167800000	-108.976000000	1843.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.168100000	-108.941000000	1680.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>AMERICAN EAGLE, GYP, MARY JANE</td></tr></table>	AMERICAN EAGLE, GYP, MARY JANE
W	38.168100000	-108.939300000	1680.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.168100000	-108.916300000	1814.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.168100000	-108.957600000	1718.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.153600000	-108.842600000	2050.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BACHELOR MINE</td></tr></table>	BACHELOR MINE
W	38.160600000	-108.815100000	2117.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>GOODENOUGH #1, 2, 3; LEIGHTON #3; LUCKY STRIKE #2, 3, 4, 5; WAT #2, 3, 4, 5</td></tr></table>	GOODENOUGH #1, 2, 3; LEIGHTON #3; LUCKY STRIKE #2, 3, 4, 5; WAT #2, 3, 4, 5
W	38.196400000	-108.677300000	1970.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BTM CLAIM</td></tr></table>	BTM CLAIM
W	38.269200000	-108.695400000	1974.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BITTER CREEK MINES</td></tr></table>	BITTER CREEK MINES
W	38.255000000	-108.787900000	1680.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.240300000	-108.769300000	1719.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>IOLA, OCCIDENTAL, SUSQUEHANNA, BLACK DIAMOND</td></tr></table>	IOLA, OCCIDENTAL, SUSQUEHANNA, BLACK DIAMOND
W	38.233300000	-108.778500000	2131.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>URAMUS, INSERT</td></tr></table>	URAMUS, INSERT
W	38.225600000	-108.751000000	2025.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>JO DANDY MINE, YELLOW BIRD NO. 1, 2, HUMMER, BROKER, OVERSIGHT, PARADOX 'D'</td></tr></table>	JO DANDY MINE, YELLOW BIRD NO. 1, 2, HUMMER, BROKER, OVERSIGHT, PARADOX 'D'
W	38.225600000	-108.714300000	1732.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>THUNDERBOLT, J.J, GREAT EASTERN, CANARY BIRD NO. 2</td></tr></table>	THUNDERBOLT, J.J, GREAT EASTERN, CANARY BIRD NO. 2
W	38.203600000	-108.695900000	1964.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>NORA L. 3-18</td></tr></table>	NORA L. 3-18
W	38.196900000	-108.787400000	1909.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>FAWN SPRINGS NO. 12</td></tr></table>	FAWN SPRINGS NO. 12
W	38.255000000	-108.806300000	1919.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BANNER, BULL MOOSE, LUCKY BOY</td></tr></table>	BANNER, BULL MOOSE, LUCKY BOY
W	38.240800000	-108.833800000	1921.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>LITTLE ALICE</td></tr></table>	LITTLE ALICE
W	38.233300000	-108.824600000	1938.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>JACK POT GROUP</td></tr></table>	JACK POT GROUP
W	38.211400000	-108.769300000	2095.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>PEANUT MINE</td></tr></table>	PEANUT MINE
W	38.401100000	-109.026500000	2188.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>WEST PARADOX CREEK CLAIMS</td></tr></table>	WEST PARADOX CREEK CLAIMS
W	38.379200000	-109.035700000	2311.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>RED HILL CLAIM GROUP</td></tr></table>	RED HILL CLAIM GROUP
W	38.306900000	-109.036000000	2159.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.452500000	-108.806000000	1600.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.452500000	-108.824300000	1557.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.415300000	-108.842400000	1691.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.415300000	-108.860700000	1768.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.393300000	-108.842400000	1847.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.386100000	-108.842400000	1846.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.466900000	-108.785400000	1762.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.400300000	-108.786800000	1841.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>LAST CHANCE, CISTERN, BIG DICK, DOLORES, FRACTION, FOX, CLUB #3, LITTLE DIC</td></tr></table>	LAST CHANCE, CISTERN, BIG DICK, DOLORES, FRACTION, FOX, CLUB #3, LITTLE DIC
W	38.383900000	-108.750100000	1522.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.452500000	-108.843200000	1473.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.452500000	-108.861500000	1446.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.429700000	-108.878800000	1793.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.429700000	-108.833200000	1459.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.415300000	-108.805700000	1825.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.355000000	-108.722600000	1634.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.341900000	-108.787100000	1845.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.341100000	-108.713500000	1637.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.326700000	-108.769000000	1887.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.327500000	-108.787400000	1949.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.298300000	-108.787400000	1703.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.283600000	-108.732400000	1964.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>MEDIA, TRIANGULATION, TIPPERARY, DAN PATCH</td></tr></table>	MEDIA, TRIANGULATION, TIPPERARY, DAN PATCH
W	38.312200000	-108.769000000	1994.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.356900000	-108.805100000	1734.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.327800000	-108.805700000	1919.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.298900000	-108.842900000	1556.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.299200000	-108.971800000	1969.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.298900000	-108.934900000	1812.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.299200000	-108.962600000	1857.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.284700000	-108.990100000	2072.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	38.483300000	-112.300800000	2536.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>GREY EAGLE NOS 2 , 7 , 11 , AND 12</td></tr></table>	GREY EAGLE NOS 2 , 7 , 11 , AND 12
W	38.486900000	-112.206900000	1894.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BLACKIE PROSPECT</td></tr></table>	BLACKIE PROSPECT
W	38.334400000	-111.434300000	2213.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BIRCH SPRING PROSPECT</td></tr></table>	BIRCH SPRING PROSPECT
W	38.127800000	-111.199600000	2025.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>JOKER JACK NO. 1 PROSPECT</td></tr></table>	JOKER JACK NO. 1 PROSPECT
W	38.466700000	-109.900700000	1315.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>TAYLOR CANYON</td></tr></table>	TAYLOR CANYON
W	38.466700000	-109.334000000	2227.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BLUE GOOSE-BRUMLEY RIDGE-SURE FIRE</td></tr></table>	BLUE GOOSE-BRUMLEY RIDGE-SURE FIRE
