type	latitude	longitude	altitude (m)	name	desc	m.data
W	34.201000000	-107.446600000	2344.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	34.076900000	-107.401000000	2189.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.955200000	-107.006900000	1738.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.997700000	-107.144900000	2370.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.798200000	-107.610000000	2339.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.817700000	-107.427900000	2502.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.784900000	-107.426800000	2252.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.693300000	-107.376400000	2075.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.664000000	-107.331500000	2476.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.615300000	-107.332700000	2318.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.533100000	-107.335700000	1960.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.566800000	-107.436800000	2829.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.488400000	-107.421800000	2056.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.474400000	-107.377500000	1935.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.525800000	-107.544600000	1789.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.560100000	-107.584500000	2009.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.469200000	-107.092600000	1614.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.735400000	-108.124500000	1703.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.382500000	-107.614500000	2048.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.311600000	-107.615600000	1948.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.276400000	-107.567300000	1811.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.182200000	-107.315500000	1516.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.263600000	-107.111700000	1423.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.232400000	-107.110100000	1516.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.204500000	-107.088200000	1504.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.203000000	-107.131700000	1377.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.204300000	-107.162000000	1352.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.187100000	-107.150400000	1358.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.172700000	-107.091600000	1418.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.122100000	-107.251400000	1300.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.086700000	-107.237000000	1483.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.060600000	-107.179300000	1522.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.027600000	-107.181800000	1623.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.005100000	-107.726000000	2162.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.089700000	-107.860900000	2574.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.853700000	-108.381500000	1645.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.005100000	-107.014500000	2305.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.915000000	-107.055400000	2178.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.915000000	-107.037000000	2186.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.820700000	-107.010400000	2095.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.454400000	-107.644600000	2261.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.300800000	-107.533800000	1821.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.266600000	-107.610500000	1839.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.208400000	-107.517300000	1648.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.429800000	-107.427400000	1764.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	33.447200000	-108.816100000	1875.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	34.494000000	-108.508700000	2126.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	34.377700000	-107.940900000	2303.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	34.406400000	-107.961400000	2296.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	34.322400000	-107.426400000	2035.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	34.231200000	-107.005200000	1684.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	34.454600000	-107.046200000	1909.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.920200000	-111.424100000	1295.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.914100000	-111.401600000	1281.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.878000000	-111.383000000	1273.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.873900000	-111.376600000	1264.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.875200000	-111.373600000	1265.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.872200000	-111.372800000	1265.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.852500000	-111.397300000	1316.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.811600000	-111.375000000	1312.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.820800000	-111.333400000	1273.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.737200000	-111.365400000	1328.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.756400000	-111.327300000	1293.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.746900000	-111.324600000	1281.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.738400000	-111.324100000	1288.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.729300000	-111.325700000	1288.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.724900000	-111.325200000	1297.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.736500000	-111.305700000	1286.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.738600000	-111.299800000	1293.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.736700000	-111.297600000	1289.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.732300000	-111.295400000	1293.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.734000000	-111.299900000	1287.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.722100000	-111.309800000	1281.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.713900000	-111.293700000	1291.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.715500000	-111.334200000	1317.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.352800000	-110.131300000	1824.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.470300000	-110.034400000	1811.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.472300000	-110.041600000	1839.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.472500000	-110.090300000	1806.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.541500000	-110.234000000	1921.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.550200000	-110.290900000	1883.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.587000000	-110.289300000	1858.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.505400000	-110.286100000	1945.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.519600000	-110.280500000	1971.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.534700000	-110.288600000	1890.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.536300000	-110.312700000	1921.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.533800000	-110.323900000	1945.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.529700000	-110.362700000	1860.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.484900000	-110.330700000	1877.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.459900000	-110.378800000	1874.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.400900000	-110.358700000	1831.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.598300000	-110.045600000	1912.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.575500000	-110.110500000	1863.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.515300000	-110.131600000	1905.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.510400000	-110.101500000	1883.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.497500000	-110.092600000	1841.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.471200000	-110.042800000	1831.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.538100000	-110.038300000	1847.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.533000000	-109.942900000	1833.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.533700000	-109.913500000	1836.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.877800000	-109.467500000	1920.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.788700000	-109.060400000	2118.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.793800000	-111.717700000	1330.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.745600000	-111.984100000	1697.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.687900000	-111.964400000	1518.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.624600000	-111.451000000	1829.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.332900000	-111.970300000	2265.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.264700000	-111.400900000	1649.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.166100000	-111.407300000	1494.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.098900000	-111.402400000	1388.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.101600000	-111.423700000	1465.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.946900000	-110.239000000	1642.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.942300000	-110.234900000	1642.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.899400000	-110.253900000	1598.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.875400000	-110.249800000	1626.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.993200000	-110.294300000	1624.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.964500000	-110.307400000	1555.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.963400000	-110.290000000	1573.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.949800000	-110.300100000	1542.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.959500000	-110.312600000	1535.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.938200000	-110.298500000	1553.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.938100000	-110.287800000	1555.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.914300000	-110.305700000	1580.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.881500000	-110.421200000	1975.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.942300000	-110.518000000	1688.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.381400000	-109.847000000	2189.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.310300000	-109.834500000	2211.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.240500000	-109.946400000	2212.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.240600000	-109.906700000	2063.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.231400000	-109.906300000	2056.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.227700000	-109.885700000	2035.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.214100000	-109.876600000	2154.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.224500000	-109.843200000	2206.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.205100000	-109.499700000	1841.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.687800000	-108.836000000	2118.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.995600000	-108.595800000	2082.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.977600000	-108.593400000	1725.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.976700000	-108.520900000	1720.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.951600000	-108.491000000	2019.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.953800000	-108.468700000	2006.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.927800000	-108.513200000	1717.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.904500000	-108.512000000	1719.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.899900000	-108.488200000	1737.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.861400000	-108.464300000	1707.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.839100000	-108.515100000	1752.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.819000000	-108.513900000	1656.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.778800000	-108.513700000	1606.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.737500000	-108.580600000	1546.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.635300000	-108.605100000	1657.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.637900000	-108.528700000	1551.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.917600000	-108.251100000	1794.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.974500000	-107.892700000	1915.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.947800000	-107.802300000	2077.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.688500000	-108.835900000	2105.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.330400000	-108.810400000	1775.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.268800000	-108.761300000	1751.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	36.240900000	-108.789800000	1784.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.991400000	-107.897300000	1896.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.995600000	-107.805400000	1923.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.989700000	-107.690900000	1957.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.888600000	-107.426500000	2030.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.860400000	-107.461100000	2104.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.668900000	-107.239300000	1857.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.364100000	-107.057300000	1720.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.950700000	-111.411900000	1308.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.945100000	-111.409000000	1312.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.939000000	-111.400000000	1293.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.929300000	-111.439900000	1365.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.928900000	-111.445300000	1378.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.926800000	-111.448300000	1390.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.924300000	-111.444600000	1380.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
W	35.921500000	-111.437300000	1366.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td></td></tr></table>	
