"","am1","am2","md1","md5","dd1","dd5"
"169",0,0,5.502558881184,7.14197618456464,5.502558881184,7.14197618456464
"170",0,0,14.5229574197678,15.5617375150846,14.5229574197678,15.5617375150846
"171",3,8,0.485857146597757,0.582060477012392,0.582060477012392,1.40792963563538
"172",3,6,0.108704518765451,0.793194540071948,0.108704518765451,1.15544748058923
"173",1,4,0.518109836327335,1.7580074295919,1.7580074295919,4.29517712353025
"174",0,0,6.7262227426988,7.54467479275273,7.08579074475094,7.88705003764986
"175",0,0,7.19812894288507,8.51284245492688,7.19812894288507,8.51284245492688
"176",0,0,5.68728282860112,6.78976554179188,5.68728282860112,6.78976554179188
"177",0,0,3.70690061420543,4.61692421029414,3.70690061420543,4.61692421029414
"178",0,0,5.07605910858228,6.40384104971522,5.07605910858228,6.40384104971522
"179",1,2,0.908774108690005,2.14619935132349,0.908774108690005,4.61805185447512
"180",0,0,3.20670835306181,5.05076534057927,3.20670835306181,5.05076534057927
"181",0,0,5.6871722182469,8.26978405098901,5.6871722182469,8.26978405098901
"182",1,2,0.576983823082807,2.65366598502926,0.576983823082807,9.31540494428999
"183",0,2,1.4690303720966,2.23966903850896,1.4690303720966,3.95179918795682
"184",1,2,0.37602041197909,3.15642992037304,0.37602041197909,9.53697315379622
"185",0,0,17.6316617290061,34.7617954741419,55.3175469278425,71.1337830716608
"186",0,0,23.6865709949099,39.6001386038603,53.4318185205488,69.4677996938794
"187",0,0,26.1055325805255,40.4407388741216,49.8069723652907,66.5728998506815
"188",0,0,41.406587110922,56.8673412625598,57.0503191366219,62.1453733163008
"189",0,0,46.471287746624,57.1460968754091,57.1460968754091,58.1450400880732
"190",0,0,17.528334751598,20.8993418752861,23.8273662385106,26.0301137068607
"191",0,0,19.301371164391,22.1982853848129,20.3574069375151,23.9084490570513
"192",0,0,11.719667418848,14.3471038357025,11.719667418848,14.3471038357025
"193",0,0,14.9297388704591,16.8706913925932,22.4988054676706,22.9753518595927
