"","latitude","longitude","altitude..m.","mine.rad"
"4207",35.4971,-108.8841,1940.3,1.23407329842932
"4208",35.4128,-108.5706,2395.1,1.3
"4209",35.2058,-108.1454,2425.3,1.8
"4210",35.2107,-108.1672,2377.2,1.41322380514706
"4211",35.1837,-108.1358,2524.2,3.4
"4212",35.1919,-108.3857,2515.2,0.3
"4213",35.1117,-108.4147,2195.8,0.0283156127588381
"4279",36.7354,-108.1245,1703.2,1.7
"4297",36.8537,-108.3815,1645.2,3.11875957120981
"4314",35.9202,-111.4241,1295.4,2.99171038824764
"4315",35.9141,-111.4016,1281.3,1.89106730115568
"4316",35.878,-111.383,1273.1,1.95004840271055
"4317",35.8739,-111.3766,1264.9,2.74025265575653
"4318",35.8752,-111.3736,1265.8,3.59259597806215
"4319",35.8722,-111.3728,1265.3,2.7
"4320",35.8525,-111.3973,1316,5.92228293867626
"4321",35.8116,-111.375,1312.9,4.14987341772154
"4322",35.8208,-111.3334,1273.2,2.46166019707375
"4323",35.7372,-111.3654,1328.8,3.35480043149947
"4324",35.7564,-111.3273,1293.8,2.64674091057976
"4325",35.7469,-111.3246,1281.9,6.84843373493983
"4326",35.7384,-111.3241,1288.2,9.94339622641521
"4327",35.7293,-111.3257,1288.8,5.18433413022079
"4328",35.7249,-111.3252,1297.2,6.8305691056911
"4329",35.7365,-111.3057,1286.5,2.69225806451613
"4330",35.7386,-111.2998,1293.2,1.66005247622172
"4331",35.7367,-111.2976,1289.9,2.61250000000003
"4332",35.7323,-111.2954,1293.6,4.37829787234042
"4333",35.734,-111.2999,1287.4,0.974332472006885
"4334",35.7221,-111.3098,1281.6,3.5
"4335",35.7139,-111.2937,1291,3.84062078272604
"4336",35.7155,-111.3342,1317.6,1.79488849096533
"4337",35.3528,-110.1313,1824.5,1.97861129349967
"4338",35.4703,-110.0344,1811.3,3.42379689276241
"4339",35.4723,-110.0416,1839,3.71943573667707
"4340",35.4725,-110.0903,1806.8,0
"4341",35.5415,-110.234,1921.3,2.39861623616238
"4342",35.5502,-110.2909,1883.5,2.64985074626869
"4343",35.587,-110.2893,1858.1,5.79751766278406
"4344",35.5054,-110.2861,1945.2,0.893955623565426
"4345",35.5196,-110.2805,1971.5,0.91308022922634
"4346",35.5347,-110.2886,1890.6,0.6
"4347",35.5363,-110.3127,1921.7,2.81888111888112
"4348",35.5338,-110.3239,1945.1,1.73905637420576
"4349",35.5297,-110.3627,1860.7,3.50980316480124
"4350",35.4849,-110.3307,1877.5,2.94884329986906
"4351",35.4599,-110.3788,1874.2,2.31519784172662
"4352",35.4009,-110.3587,1831.7,1.98526556253569
"4353",35.5983,-110.0456,1912.1,1.24374482187241
"4354",35.5755,-110.1105,1863,3.61359649122807
"4355",35.5153,-110.1316,1905.6,4.6
"4356",35.5104,-110.1015,1883.9,2.18417878680384
"4357",35.4975,-110.0926,1841.9,1.60478379543171
"4358",35.4712,-110.0428,1831.5,3.01991157966334
"4359",35.5381,-110.0383,1847.6,2.52326789838337
"4360",35.533,-109.9429,1833.6,6.65343646969311
"4361",35.5337,-109.9135,1836.6,5.35918445121952
"4362",35.8778,-109.4675,1920.1,3.24070796460177
"4363",35.7887,-109.0604,2118.1,3.096757722747
"4364",36.7938,-111.7177,1330.4,1.4276283618582
"4365",36.7456,-111.9841,1697.1,0.859882005899687
"4366",36.6879,-111.9644,1518.7,1.88509895227008
"4367",36.6246,-111.451,1829.3,1.89011304847672
"4368",36.3329,-111.9703,2265.3,1.6604651162791
"4369",36.2647,-111.4009,1649.3,11.894117647059
"4370",36.1661,-111.4073,1494,5.46005946481663
"4371",36.0989,-111.4024,1388.9,5.59605462822458
"4372",36.1016,-111.4237,1465,2.28035230352304
"4373",36.9469,-110.239,1642.7,1.6
"4374",36.9423,-110.2349,1642.8,2.7
"4375",36.8994,-110.2539,1598.5,0.6
"4376",36.8754,-110.2498,1626.8,0.3
"4377",36.9932,-110.2943,1624.4,3
"4378",36.9645,-110.3074,1555.4,2.28595238095244
"4379",36.9634,-110.29,1573.8,1.87899761336517
"4380",36.9498,-110.3001,1542.6,0.8
"4381",36.9595,-110.3126,1535.9,0.6
"4382",36.9382,-110.2985,1553.4,1.9
"4383",36.9381,-110.2878,1555.7,1.9
"4384",36.9143,-110.3057,1580.4,2.7
"4385",36.8815,-110.4212,1975.2,0.194891774891772
"4386",36.9423,-110.518,1688.8,2.6
"4387",36.3814,-109.847,2189.1,4.8205251093978
"4388",36.3103,-109.8345,2211.9,4.10840909090907
"4389",36.2405,-109.9464,2212.2,1.75075909481523
"4390",36.2406,-109.9067,2063.1,4.7
"4391",36.2314,-109.9063,2056.1,2.94576659038902
"4392",36.2277,-109.8857,2035.2,2.3801684532925
"4393",36.2141,-109.8766,2154.2,1.57742874973996
"4394",36.2245,-109.8432,2206.2,1.96404597701147
"4395",36.2051,-109.4997,1841.7,2.5694072657744
"4396",36.6878,-108.836,2118.3,3.35923448532144
"4397",36.9956,-108.5958,2082.4,2.1
"4398",36.9776,-108.5934,1725,2.8
"4399",36.9767,-108.5209,1720.4,4.5
"4400",36.9516,-108.491,2019.3,2.8
"4401",36.9538,-108.4687,2006,2
"4402",36.9278,-108.5132,1717.3,3
"4403",36.9045,-108.512,1719.1,0.5
"4404",36.8999,-108.4882,1737.2,1.3
"4405",36.8614,-108.4643,1707.5,3.1340909090909
"4406",36.8391,-108.5151,1752.4,1.75607599082869
"4407",36.819,-108.5139,1656.1,2.8
"4408",36.7788,-108.5137,1606.3,2.13462886755068
"4409",36.7375,-108.5806,1546.8,2.46665135507579
"4410",36.6353,-108.6051,1657.9,1.46758199847445
"4411",36.6379,-108.5287,1551.5,2.71152993348114
"4412",36.9176,-108.2511,1794.8,3.3
"4415",36.6885,-108.8359,2105.6,3.74371794871795
"4416",36.3304,-108.8104,1775,3.6
"4417",36.2688,-108.7613,1751.2,2.94711316397231
"4418",36.2409,-108.7898,1784.5,3.23489795918364
"4426",35.9507,-111.4119,1308.6,3.71402085747392
"4427",35.9451,-111.409,1312.4,0.793741677762971
"4428",35.939,-111.4,1293.2,4.23393578158046
"4429",35.9293,-111.4399,1365.6,0.454328358208965
"4430",35.9289,-111.4453,1378.7,4.87509413663263
"4431",35.9268,-111.4483,1390.3,2.02465753424655
"4432",35.9243,-111.4446,1380.3,11.1416847276406
"4433",35.9215,-111.4373,1366.9,2.84619837900424
"4434",35.9197,-111.4325,1334.8,7.1052787162162
"4435",35.9234,-111.4129,1292.4,4.48828961175237
"4436",35.9043,-111.3971,1281,4.15505617977529
"4437",35.9011,-111.3991,1277.6,7.38829398071163
"4438",35.8915,-111.4169,1295,2.39581826401446
"4439",35.8741,-111.4256,1325,2.93723284589426
"4440",35.8776,-111.3904,1291.1,1.76310344827586
"4441",35.8778,-111.3871,1292.4,1.72642857142857
"4442",35.8754,-111.3919,1282.1,8.95454545454541
"4443",35.8715,-111.3893,1280.8,3.59162817551961
"4444",35.8706,-111.3772,1265.4,3.60471681571105
"4445",35.8661,-111.369,1268.2,4.29306597671412
"4446",35.8602,-111.3702,1264.6,4.17737914259653
"4447",35.8576,-111.3682,1266.4,1.51108161911082
"4448",35.8334,-111.4442,1382.3,2.51151390788874
"4449",35.8381,-111.3525,1267.5,4.85143835616436
"4450",35.8182,-111.3676,1293,4.105756731662
"4451",35.8167,-111.3794,1322.8,3.55529715762273
"4452",35.8167,-111.3753,1317.1,3.06091254752851
"4453",35.7929,-111.4107,1345.6,3.69626350885263
"4454",35.7942,-111.3601,1326.7,3.03814517450434
"4455",35.789,-111.3612,1317.7,4.94404388714737
"4456",35.7787,-111.3448,1306.4,0.2
"4457",35.7767,-111.3507,1316.6,0.6
"4458",35.7685,-111.2804,1301.7,1.33675417661101
"4459",35.7593,-111.3083,1292.1,2.93151750972768
"4460",35.7619,-111.3596,1329,4.67512015832624
"4461",35.7649,-111.3663,1333.3,4.38930041152262
"4462",35.7691,-111.3675,1340.9,1.11200733272228
"4463",35.7578,-111.3792,1328.6,4.61837209302325
"4464",35.7509,-111.3894,1337.3,7.1987659963437
"4465",35.7528,-111.328,1293.4,3.77982871309445
"4466",35.7203,-111.3062,1299.8,3.44974182444062
"4467",35.7152,-111.3081,1284,1.47608530083779
"4468",35.714,-111.3003,1287,2.75000673763643
"4469",35.7068,-111.3151,1310.9,2.22621167161228
"4470",35.7157,-111.3531,1367.3,4.73699371886506
"4471",35.7129,-111.3696,1396.7,1.84913818288048
"4472",35.6779,-111.3074,1311.3,4.19301187980435
"4473",35.671,-111.3075,1315,3.22784915043514
"4474",35.6689,-111.3023,1331.2,3.29960638077481
"4475",35.6485,-111.3476,1342.9,0.9
"4476",35.6544,-111.2853,1340.4,2.21206657420249
"4477",35.6505,-111.2794,1325.7,2.82182091798344
"4478",35.6463,-111.2782,1318.4,2.48753695701617
"4479",35.6402,-111.2759,1312.9,1.90102110279103
"4480",35.6413,-111.2873,1319,3.96924654023577
"4481",35.643,-111.2946,1338.8,2.33284916201117
"4482",35.6408,-111.2976,1333.8,2.84736842105264
"4483",35.6459,-111.2991,1329.8,3.72715678919729
"4484",35.6495,-111.3024,1331.3,2.78909194745858
"4485",35.555,-111.2089,1381.1,0.979026057240515
"4486",35.5312,-111.1849,1432.1,3.07119645494833
"4487",35.53,-111.1732,1425.9,3.37539237668162
"4488",35.5323,-111.7551,2048.4,0.351795263559964
"4489",35.0881,-110.6852,1470.2,1.81820917983448
"4490",35.017,-110.5955,1494.5,1.9
"4491",35.0937,-110.5568,1606.1,2.3
"4492",35.1187,-110.5059,1615.6,4.1
"4493",35.0332,-110.3449,1589.7,4.21861575178998
"4494",35.0059,-110.3256,1611.2,1.6
"4495",35.016,-110.1893,1606.1,1.8
"4496",35.027,-110.1723,1589.6,2.7
"4497",35.307,-110.3399,1796.4,2.37407548608464
"4498",35.2994,-110.2744,1801.5,1.9
"4499",35.3165,-110.2264,1762.2,1.67045530076437
"4500",35.3295,-110.0923,1690.8,1.6
"4501",35.3414,-110.1179,1881,4.24258654474202
"4502",35.3629,-110.1097,1735.7,3.2
"4503",35.3713,-110.1115,1747.4,2.27751479289938
"4504",35.3832,-110.1172,1814.2,6
"4505",35.3705,-110.1377,1780.8,1.63687782805426
"4506",35.3893,-110.1349,1806.4,1.84050843925817
"4507",35.4059,-110.1305,1865.6,4.88497085761866
"4508",35.3972,-110.1983,1866.4,2.03403216542217
"4509",35.3911,-110.1722,1849.9,3
"4510",35.4225,-110.1454,1897.7,1.8
"4511",35.4237,-110.1197,1891.8,2.64706896551725
"4512",35.3786,-110.0563,1734.3,2.41108225108224
"4513",35.3949,-110.056,1747.2,3.4304740406321
"4514",35.4236,-110.0569,1771.4,3.96900698215675
"4515",35.4564,-110.0236,1880.6,1.65691402419092
"4516",35.5404,-110.2616,1860.1,1.665306122449
"4517",35.5328,-110.331,1979.8,0.7
"4518",35.5138,-110.3528,1864.2,1.62449446776039
"4519",35.5005,-110.3461,1867.3,2.43770240979218
"4520",35.4919,-110.3307,1874.3,2.9534264513313
"4521",35.454,-110.3619,1917.8,3.57443217336944
"4522",35.4686,-110.3921,1829.3,2.3
"4523",35.6235,-110.1417,1880.1,1.96812257837267
"4524",35.6267,-110.1226,1890.7,0.779664503877194
"4525",35.6134,-110.1196,1865.6,3.6610518292683
"4526",35.5681,-110.0947,1915.7,3.97742975587291
"4527",35.5379,-110.1181,1920.9,5.36954627018711
"4528",35.4922,-110.1417,1929,2.24561465304685
"4529",35.4905,-110.1139,1842.6,1.1
"4530",35.5005,-110.112,1877,4.99592096876991
"4531",35.5123,-110.0742,1929.9,1.78994082840237
"4532",35.4733,-110.0913,1809.4,4.56686930091184
"4533",35.4557,-110.0238,1895,1.95856065002901
"4534",35.5042,-110.008,1915.4,1.1
"4535",35.0197,-109.9094,1645.5,0.8
"4536",35.1066,-109.874,1715.6,0
"4537",35.318,-109.9267,1718.2,2.46514976958523
"4538",35.4023,-109.9723,1830,0.8
"4539",35.4277,-109.978,1858,2.315244596132
"4540",35.4765,-109.9972,1838.9,3.41558500914074
"4541",35.5277,-109.9755,1798.4,4.68390804597706
"4542",35.5277,-109.9667,1816.2,3.6062988505747
"4543",35.5437,-109.9619,1843.6,3.56009739329705
"4544",35.5419,-109.9226,1828.7,3.66355332267641
"4545",35.558,-109.8423,1865.1,3.84045845272205
"4546",35.628,-109.9752,1891.3,2.77750573833206
"4547",35.9919,-109.3606,2157.1,2.51390416339359
"4548",35.9629,-109.3729,2290,2.09501915708809
"4549",35.9484,-109.3616,2171.8,1.9812685560054
"4550",35.8775,-109.4494,2015,2.534650455927
"4551",35.9211,-109.3131,2238.9,3.42544061302682
"4552",35.9154,-109.3032,2222.4,1.64187643020595
"4553",35.7878,-109.3652,2156.7,1.92420589360889
"4554",36.9153,-111.6272,1110.6,0.752789534436313
"4555",36.8931,-111.6272,1181.8,0.812581762216242
"4556",36.8941,-111.6144,976.7,6.5950450450449
"4557",36.8965,-111.592,1472.5,2.15101404056162
"4558",36.8731,-111.6157,1000.8,4.74896755162245
"4559",36.8813,-111.5925,1269.2,1.27758112094396
"4560",36.8086,-111.7198,1453.1,1.24370786516855
"4561",36.8033,-111.7155,1380.3,2.6
"4562",36.8092,-111.701,1364.6,0.607836153161192
"4563",36.7991,-111.5958,1334.5,0.9
"4564",36.7241,-111.7948,1607.7,1.47307802229209
"4565",36.7508,-111.7549,1317.4,1.3
"4566",36.7512,-111.7328,1256,4.2438959306205
"4567",36.7623,-111.6095,1291.5,3.83774834437086
"4568",36.7544,-111.6116,1408.5,2.5
"4569",36.7639,-111.5391,1689.6,1.09834710743801
"4570",36.6832,-111.8755,1495.9,0.387617421007691
"4571",36.6768,-111.6323,1813.3,2
"4572",36.679,-111.6229,1878.1,0.3
"4573",36.016,-111.3796,1340.7,3.09877347642775
"4574",36.0483,-111.4494,1412.1,4.26584017124507
"4575",36.0722,-111.4082,1396.8,1.22920892494928
"4576",36.1457,-111.4707,1556.5,6.28579766536965
"4577",36.1189,-111.4272,1463.4,1.2305916526525
"4578",36.1197,-111.4091,1456.3,8.95304428044273
"4579",36.1175,-111.4064,1461.2,7.33605720122574
"4580",36.1028,-111.4017,1394.7,0.909598523304104
"4581",36.0207,-111.9853,1251,1.21562562362803
"4582",36.0109,-111.6531,1645.8,4.85684535287313
"4583",36.0088,-111.6391,1648,1.61894302229562
"4584",36,-111.6183,1639.5,4.08113207547168
"4585",36.2472,-110.2251,2024.8,3.30879057742028
"4586",36.7429,-110.0522,1664.6,2.46559527714005
"4587",36.858,-110.0751,1795.7,0.856433408577795
"4588",36.8892,-110.0365,1747.3,1.23377230246389
"4589",36.9679,-110.1216,1801,0.1
"4590",36.8985,-110.2146,1688.2,2.5
"4591",36.9876,-110.2153,1609.9,3.5
"4592",36.9827,-110.2358,1592.2,1
"4593",36.8804,-110.2653,1606.5,2.2
"4594",36.9179,-110.3181,1570.2,2.08597285067856
"4595",36.9694,-110.3861,2014.2,2.7
"4596",36.9594,-110.3973,1976.6,1.3
"4597",36.9916,-110.5089,1722.5,1.7
"4598",36.1339,-111.3587,1410.6,5.33709278813753
"4599",36.9973,-109.8484,1510.9,0.2
"4600",36.9854,-109.8653,1419.1,0.6
"4601",36.9725,-109.8626,1461.3,2.1
"4602",36.9326,-109.8747,1529.2,0.0878627968337661
"4603",36.9267,-109.7857,1587.4,0.5
"4604",36.5208,-109.0605,1969.4,1.91685346616853
"4605",36.4625,-109.9658,1884.8,2.26701078228953
"4606",36.4702,-109.9301,1796.5,3.28135959339263
"4607",36.4329,-109.4473,1751.9,2.02764638346728
"4608",36.3653,-109.8575,2436.1,2.3405415713196
"4609",36.3075,-109.8445,2195.3,3.42158438576349
"4610",36.2982,-109.858,2160.8,2.07931034482758
"4611",36.2835,-109.8772,2193,2.2915606936417
"4612",36.2781,-109.8974,2168.6,2.55579710144927
"4613",36.2546,-109.9355,2128.1,2.34670750382848
"4614",36.2533,-109.916,2169.9,2.30160329821345
"4615",36.2463,-109.9138,2173.2,3.74694348327566
"4616",36.2457,-109.8997,2055,3.00555555555557
"4617",36.2488,-109.8935,2145.1,3.12843406593407
"4618",36.2237,-109.8725,2169.7,1.78990004164931
"4619",36.2194,-109.8865,2066.9,1.53019787783195
"4620",36.2132,-109.8859,2048.9,3.06338672768879
"4621",36.203,-109.8853,2036.6,1.49183147033535
"4622",36.1962,-109.8933,2028,1.77049105094078
"4623",36.1988,-109.8708,2192.9,3.30944087992668
"4624",36.2115,-109.8669,2169.8,1.79701834862385
"4625",36.2176,-109.8663,2204.5,3.89531795009389
"4626",36.1829,-109.4688,1888,2.9
"4627",36.1758,-109.4771,1896,2.46321656050955
"4628",36.1773,-109.4361,1961.1,2.21070496083549
"4629",36.9153,-109.841,1690.7,0.5
"4630",36.6667,-109.3295,1930.3,1.85728100113764
"4651",35.3167,-108.0994,2373,1.15256410256408
"4652",35.3223,-108.1264,2353,3.08147138964578
"4653",35.3226,-108.1275,2352.5,2.6
"4654",35.3159,-108.1137,2268.3,1.46011560693642
"4655",35.3196,-108.1342,2366.9,1.6
"4656",35.3189,-108.1337,2375.5,3.43795546558705
"4657",35.3223,-108.1278,2354,2.6
"4658",35.312,-108.1177,2312.9,3.1
"4659",35.3141,-108.0855,2291.2,0.916218678815471
"4660",35.2927,-108.142,2293.9,1.68746835443041
"4661",35.2975,-108.1336,2264.2,0.6
"4662",35.2834,-108.139,2315.9,0.801653575857786
"4663",35.3158,-108.1478,2249.9,2.39479132966677
"4664",35.3113,-108.157,2267.5,1.8
"4665",35.2914,-108.1459,2307.8,0.69777594728171
"4666",35.4057,-108.1466,2127.3,0.607160493827152
"4667",35.382,-108.1466,2148.1,1.01679012345686
"4668",35.3797,-108.1447,2149.7,1.5
"4669",35.3748,-108.1454,2170.5,1.8
"4670",35.377,-108.1445,2160.8,1.27261146496815
"4671",35.3544,-108.1209,2179.6,1.69549024575627
"4672",35.3502,-108.1169,2189.6,0.678533241946551
"4673",35.3457,-108.1143,2178.2,1.25670103092786
"4674",35.3354,-108.1279,2297.7,0.961190655614175
"4675",35.3342,-108.1331,2299.9,1.301264604811
"4676",35.3355,-108.124,2263.1,2.37546583850931
"4677",35.3436,-108.1045,2261.6,2.79914011516315
"4678",35.412,-108.1557,2144.6,2.01391631405736
"4679",35.4127,-108.1559,2145.9,0.956511891279805
"4680",35.4084,-108.1646,2152,1.12088752869166
"4681",35.4169,-108.1828,2178.5,2.78960158236791
"4682",35.4161,-108.1886,2178.9,1.38137024870953
"4683",35.4046,-108.1846,2158.9,1.20973586831695
"4684",35.417,-108.2147,2196.1,1.56901475487863
"4685",35.4164,-108.2169,2194.1,2.40323795180722
"4686",35.4152,-108.215,2192.7,2.6
"4687",35.4021,-108.1745,2150.5,1.12147787251319
"4688",35.3961,-108.1717,2140,2.02019672131147
"4689",35.393,-108.1734,2139.1,0.24375254375255
"4690",35.3934,-108.1709,2136.9,0.512774379273114
"4691",35.3967,-108.178,2143.5,2.2
"4692",35.3957,-108.1799,2143,1.3
"4693",35.3947,-108.1783,2141,1.06306444206337
"4694",35.3922,-108.1784,2143.4,2
"4695",35.3916,-108.1589,2134.4,1.52364813404417
"4696",35.3785,-108.15,2162.9,2.06236641221374
"4697",35.374,-108.1584,2187,1.1935195827071
"4698",35.3745,-108.1592,2184.2,1.5
"4699",35.3798,-108.1548,2164.7,1.56816645918549
"4700",35.3831,-108.1475,2143.8,2.7
"4701",35.3839,-108.1479,2141.4,2.7457812144644
"4702",35.385,-108.1495,2144.6,1.70714911512178
"4703",35.3835,-108.1696,2169.5,1.3
"4704",35.3785,-108.1786,2166,0.166576086956568
"4705",35.3746,-108.1661,2186.6,3.28641780581842
"4706",35.3743,-108.1719,2179.4,2.37839029768467
"4707",35.3608,-108.1911,2214.5,0.975315942028982
"4708",35.3704,-108.1596,2200.4,2.6
"4709",35.3317,-108.1538,2345.6,1.71116231438813
"4710",35.4195,-108.1857,2185.2,2.25657794676806
"4711",35.4265,-108.1827,2201.9,1.13810497614179
"4721",36.6516,-108.0493,1710.6,0.352526973310624
"4735",35.4479,-108.1884,2262.1,2.4
"4736",35.4294,-108.0544,2146.1,0.445836516424749
"4738",35.487,-108.6358,2123.1,3.53995387328721
"4739",35.4817,-108.6316,2189.5,0.963837076513182
"4740",35.5046,-108.6503,2128.3,2.73247458815283
"4748",35.429,-108.0317,2143.7,3.32758229284906
"4749",35.5454,-108.1677,2266.3,2.01822181060431
"4750",35.5723,-108.3033,2208.7,1.97191911484166
"4751",35.5728,-108.7021,2230.2,2.8
"4754",35.4589,-108.0939,2247.2,0.0375320604160733
"4758",35.5901,-108.7101,2215,2.40633434650456
"4761",35.3414,-108.0092,2058.3,1.37250372578241
"4764",35.6222,-108.5527,2076.2,1.25966795477315
"4765",35.845,-108.0501,1926.7,1.24484848484848
"4767",35.6848,-108.1604,2130.6,2.40825970034575
"4768",35.6804,-108.1309,2083.1,1.92049746660525
"4770",35.6681,-108.3085,2222.1,1.56534460338101
"4771",35.7947,-108.118,1962.3,1.77473978167047
"4778",35.4295,-108.0399,2147.8,3.62814136125656
"4780",35.4358,-108.046,2139.3,3.57092981831133
"4781",35.4138,-108.0143,2170.4,3.50436500289072
"4782",35.4593,-108.0876,2325.4,1.95358880778589
"4783",35.4747,-108.0121,2176.7,0.651131369037922
"4789",35.4373,-108.0426,2098.7,3.84667630057804
"4790",35.4592,-108.0879,2313.4,0.850389670815417
"4793",35.4189,-108.0162,2151.7,2.62186216339571
"4801",35.3625,-107.9986,2087,NA
"4804",35.5471,-108.278,2268.2,2.32885336812918
"4805",35.4395,-108.1459,2248.8,0.444501773621412
"4807",35.4624,-108.2375,2565.4,1.19161195009849
"4808",35.4779,-108.2929,2363.2,0.360135900339649
"4813",35.8685,-108.0451,1957.7,3.27488259931463
"4814",35.5653,-108.2947,2233.2,1.19815668202765
"4823",35.6732,-108.3163,2230.6,4.5
"4827",35.568,-108.5483,2231.4,2.04473684210525
"4828",35.4285,-108.0263,2138.4,2.3
"4829",35.3736,-107.9972,2103.4,NA
"4885",35.4293,-108.0351,2146.5,2.89581309275966
"4893",35.6087,-108.6021,2092.7,3.2
"4915",35.8356,-108.0553,1933.5,0.806146341463404
"4931",35.4302,-108.0353,2140.5,2.03470781684795
"4939",35.4269,-108.0569,2190.4,3.17571900047154
"4940",35.4611,-108.0125,2191.3,NA
"4941",35.4904,-108.0162,2146.4,2.63424286606957
"4944",35.4983,-108.1627,2301.6,1.07035313441008
"4945",35.7454,-108.3017,2079,2.7
"4949",35.4306,-108.1618,2309.8,0.917928452579039
"4950",35.5575,-108.5303,2315.2,1.4258620689655
"4951",35.0364,-108.6413,2155.1,0.5
"4961",35.3648,-107.9983,2088.7,2.2
"4970",35.4431,-108.0208,2172,1.83455510616785
"4971",35.4327,-108.0412,2096.9,2.21434768101433
"4972",35.2979,-108.0034,2031.6,2.1814176043748
"4973",35.4697,-108.0324,2190.6,2.30014756517462
"4974",35.4227,-108.0186,2133.1,3.43631059245962
"4975",35.4258,-108.0367,2103.5,3.02838396111786
"4976",35.4623,-108.0241,2228.3,0.638272082527396
"4977",35.4768,-108.433,2125.1,1.14730195177956
"4979",35.5204,-108.0715,2165.3,0.780441176470603
"4980",35.5151,-108.06,2154.7,1.09490944017562
"4981",35.5511,-108.184,2331.3,0.938393839383937
"4982",35.5359,-108.1599,2243.9,2.33366738894908
"4983",35.5286,-108.163,2243.6,1.75120091498285
"4984",35.5649,-108.3016,2235.9,2.12033660589059
"4985",35.5331,-108.5203,2113.4,3.9
"4987",35.5737,-108.1268,2395.9,0.657319611470863
"4988",35.6375,-108.2378,2299.3,1.47799954117918
"4989",35.6172,-108.1837,2316.5,0.4
"4990",35.5816,-108.1908,2463.4,3.1
"4991",35.6448,-108.2985,2270.7,1.52120259794678
"4992",35.6217,-108.5444,2075.9,2.56994087354569
"4993",35.6206,-108.5605,2069.4,1.35614947393881
"4994",35.8298,-108.1384,1980.7,1.93634232121925
"4995",35.6229,-108.5799,2113.6,0.911224489795913
"4996",35.6069,-108.5156,2169,1.35431500465983
"4997",35.609,-108.503,2111.8,2.92135765412145
"4998",35.6141,-108.5939,2098.5,2.88792862838915
"4999",35.6139,-108.5939,2097.2,2.88818779904306
"5000",35.5782,-108.6733,2147.8,1.47821552723059
"5002",35.4507,-108.1763,2455.4,0.253169213355958
"5004",35.5561,-108.5398,2342.9,2.3390344827586
"5006",35.4256,-108.0159,2123.1,1.77796920262236
"5012",35.4816,-108.8708,2111.5,2.94865525672372
"5026",35.454,-108.1705,2498.3,1.96533613445378
"5036",35.315,-108.8758,2148.4,1.9
"5077",35.2058,-108.1501,2415.6,1.1
"5116",35.1847,-108.1337,2526.6,3.81148785425102
"5117",35.2078,-108.1693,2420,1.3
"5118",35.1694,-108.3895,2322.8,2.1
"5127",35.1009,-108.3946,2224,2.3
"5132",35.2003,-108.1524,2459.5,3.1
"5134",35.2016,-108.1417,2477.7,2
"5135",35.1755,-108.1263,2566,1.7
"5147",35.8304,-108.0641,1935.1,1.86952512678654
"5211",35.4918,-108.6426,2105.1,2.21066479564988
"5212",35.5783,-108.5951,2138,1.8213100986773
"5213",35.657,-108.2069,2234.5,2.16205826409049
"5216",35.6642,-108.2357,2194.4,1.314375
"5217",35.7061,-108.2916,2061.6,1.8
"5219",35.546,-108.691,2092.3,7.89725856697817
"5220",35.5221,-108.2301,2278.2,3.64469679763798
"5225",35.7175,-108.2268,2047.2,1.86680584551148
"5226",35.7067,-108.2205,2073.6,1.13894927536232
"5227",35.6785,-108.265,2297.8,4.63264109220267
"5228",35.6494,-108.6124,2180.1,3.38250428816464
"5231",35.6665,-108.5027,2153.1,2.04572490706319
"5232",35.6766,-108.5262,2232.2,1.50168738167751
"5233",35.6976,-108.5487,2191.6,3.52945383615083
"5234",35.6584,-108.5085,2160.3,1.57194748358862
"5235",35.4914,-108.2852,2471.7,1.6
"5236",35.6007,-108.4339,2160.7,1.46581839213421
"5237",35.5432,-108.265,2270.8,1
"5238",35.6163,-108.5898,2089.3,1.33977272727272
"5239",35.5906,-108.5839,2083.2,3.11045977011493
"5240",35.5656,-108.5676,2203.2,1.61337579617835
"5241",35.5558,-108.506,2306.3,3.19471635150166
"5242",36.6266,-108.5238,1580.3,2.51619014208032
"5243",36.8923,-108.2576,1743.7,3.1
"5244",35.6764,-108.1186,2076.1,2.36683027641436
"5245",35.5025,-108.181,2309.1,1.59833887043191
"5251",35.5328,-108.2533,2261.8,1.69124212936462
"5252",35.5556,-108.526,2333,1.33234421364983
"5254",35.5063,-108.1598,2256,2.7319988981728
"5255",35.5068,-108.2037,2327.9,0.901193802387599
"5256",35.5186,-108.2234,2303.2,1.19236440231701
"5257",35.5543,-108.4983,2281.5,1.02282515073212
"5258",35.6078,-108.514,2163.5,2.36468646864687
"5259",35.6514,-108.5188,2187.3,3.07301223241589
"5260",35.5029,-108.6499,2180.4,2.83819598123395
"5262",35.6573,-108.4732,2198.1,2.17837219281934
"5263",35.565,-108.5461,2232.9,1.7
"5264",35.5657,-108.5472,2243.7,1.8
"5265",35.5669,-108.5659,2203.3,1.1
"5268",35.5909,-108.5839,2088.2,3.10804597701151
"5269",35.6062,-108.5862,2053.3,1.49990125082291
"5271",35.5182,-108.2288,2297.6,4.95178813942967
"5274",35.6205,-108.612,2159.5,2.91409099635247
"5275",35.6448,-108.2984,2271.4,0.621901770416905
"5276",35.6289,-108.5805,2170.6,0.695019157088123
"5277",35.6423,-108.5335,2273.5,1.31818181818182
"5278",35.6336,-108.5784,2182.6,2.64172661870504
"5279",35.6256,-108.5514,2082.6,2.73504996156807
"5280",35.6253,-108.5517,2082.5,3.34077019673505
"5281",35.6284,-108.5322,2117.2,1.4
"5283",35.6264,-108.5833,2129.5,3.40334165546379
